"History" "Psychology" "Politics" "Mathematics" "Physics" "Internet" "PC" "Economy" "Biology" "Chemistry" "rPoetry" "Geography" "Languages" "Medicine" "Law" "Cars" "Art" "Religion" "Outdoor" "Dancing" "Instruments" "wPoetry" "sLeisure" "sCompetitive" "Gardening" "Celebrities" "Shopping" "SciTec" "Theatre" "Social" "sAdrenaline" "Pets" "Age" "Gender"
"184" 5 4 1 1 2 2 2 1 4 4 5 3 5 5 1 1 4 4 4 4 3 5 1 4 4 1 1 4 5 5 1 2 19 "female"
"185" 5 3 5 4 4 4 4 2 2 4 5 3 5 3 5 4 5 3 4 1 3 3 3 3 1 1 1 4 5 4 3 3 25 "male"
"186" 5 2 4 1 1 4 2 2 3 2 5 5 4 3 5 4 2 2 4 2 1 2 5 5 2 3 3 4 3 4 2 5 20 "female"
"187" 3 3 3 1 1 2 1 1 3 2 3 3 4 2 1 3 5 1 4 2 3 2 3 5 1 4 5 3 2 5 5 5 19 "female"
"188" 4 4 4 4 3 4 5 3 2 2 4 5 3 2 4 3 3 4 4 1 1 1 5 5 1 1 1 4 4 5 4 3 21 "male"
"189" 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 2 3 2 5 5 5 5 4 4 5 4 5 23 "male"
"190" 1 3 2 1 1 5 5 4 1 1 3 2 5 1 1 3 1 1 3 5 1 1 3 5 1 5 5 1 4 5 3 4 21 "female"
"191" 5 3 4 5 5 5 5 4 3 3 5 4 4 3 4 3 5 1 5 2 5 5 5 1 4 1 4 4 5 5 2 1 20 "male"
"192" 3 3 3 3 4 5 4 4 5 5 5 4 5 5 4 5 3 3 5 2 1 1 3 3 3 4 4 5 4 5 4 4 20 "female"
"193" 4 3 3 3 3 4 3 2 5 5 4 5 5 5 4 4 4 2 2 1 1 2 2 3 2 4 4 5 4 4 2 3 18 "female"
"194" 3 1 1 1 1 3 1 1 1 1 1 3 1 1 1 3 1 1 3 5 1 1 5 5 1 3 3 1 1 5 4 1 27 "male"
"195" 3 3 2 3 4 4 1 1 4 4 3 1 3 5 3 1 2 1 3 1 1 1 1 3 1 1 4 1 2 4 3 1 17 "female"
"196" 2 3 1 2 1 5 4 3 2 2 5 5 5 1 2 1 4 3 4 3 4 3 3 2 2 2 2 2 5 5 4 5 19 "female"
"197" 2 1 5 2 4 5 4 2 5 5 3 3 5 5 3 4 1 2 4 5 5 1 2 4 1 3 3 5 3 5 4 5 18 "male"
"198" 3 3 1 1 1 3 4 1 5 5 3 1 5 3 2 4 3 2 4 2 5 1 5 5 3 1 3 4 2 5 3 5 18 "male"
"199" 3 4 1 4 4 5 5 3 2 1 3 5 5 3 3 4 4 1 5 1 5 3 3 5 3 1 2 5 3 5 4 4 30 "male"
"200" 2 3 1 2 2 3 2 2 1 1 3 3 3 1 1 1 1 2 4 1 1 2 4 2 3 3 4 3 2 3 1 1 24 "female"
"201" 4 5 2 3 2 5 3 2 5 3 5 3 4 2 2 2 3 3 4 5 4 4 5 5 2 2 3 3 3 5 5 5 20 "female"
"202" 2 4 3 1 3 5 4 4 1 1 1 1 2 1 1 2 1 3 1 1 1 1 4 1 1 1 2 4 2 3 1 1 20 "male"
"203" 3 3 4 4 4 5 4 4 2 2 4 4 4 3 2 5 3 3 4 3 3 1 4 2 1 1 2 5 3 5 4 3 20 "male"
"204" 5 4 3 3 4 4 4 2 4 4 5 5 5 4 3 4 4 4 4 1 1 2 4 2 1 1 3 3 5 3 1 3 19 "female"
"205" 3 3 2 3 3 3 3 3 4 5 4 3 4 4 2 1 5 3 5 4 4 1 4 2 4 1 2 4 4 5 2 5 20 "female"
"206" 2 1 1 4 2 5 5 2 3 2 1 5 3 2 2 2 2 2 5 2 4 1 5 3 2 1 2 4 2 4 5 1 21 "male"
"207" 4 4 4 3 1 4 2 5 2 2 5 4 5 2 1 2 3 3 4 5 1 1 5 4 1 3 5 3 3 5 3 4 19 "female"
"208" 2 4 2 2 1 5 3 4 2 1 3 4 5 4 4 3 2 1 5 5 4 3 4 2 4 5 5 2 3 5 2 5 19 "female"
"209" 1 2 4 4 1 5 4 5 1 1 1 5 5 1 3 1 1 1 5 2 5 1 5 2 3 2 4 2 1 5 1 1 19 "female"
"210" 1 4 1 1 1 4 2 2 4 4 4 1 3 3 2 2 2 2 4 4 1 3 5 5 3 3 3 2 3 4 3 5 18 "female"
"211" 1 1 1 5 4 5 2 5 2 2 1 1 2 1 3 3 1 1 2 2 1 1 4 2 3 3 5 2 1 5 3 5 18 "female"
"212" 5 5 4 1 1 5 1 1 2 3 5 4 4 1 5 2 1 5 2 1 1 3 5 1 3 1 5 1 4 5 1 3 16 "female"
"213" 5 4 5 3 2 5 3 2 3 4 5 2 5 2 5 2 5 2 2 2 2 2 4 4 3 2 5 5 5 5 1 5 19 "female"
"214" 2 2 3 4 1 4 1 5 1 1 4 5 5 2 1 4 2 1 4 4 2 1 5 2 1 2 4 3 2 5 5 5 18 "female"
"215" 2 3 2 2 2 4 2 4 2 1 1 2 5 1 1 2 1 1 3 2 1 1 2 2 1 3 5 3 3 5 1 3 19 "female"
"216" 4 2 4 1 2 3 1 3 4 2 4 4 3 2 3 2 4 2 3 3 2 3 2 4 3 1 4 3 4 4 3 4 21 "female"
"217" 3 3 5 2 2 5 5 4 2 2 1 3 3 2 4 5 3 1 3 1 1 1 5 5 2 3 2 3 2 4 5 3 21 "male"
"218" 3 4 4 4 5 4 3 1 2 1 2 2 5 3 5 4 3 1 2 1 1 2 5 3 1 5 5 3 4 5 3 5 18 "female"
"219" 3 3 2 1 1 4 3 4 2 1 4 1 5 2 2 1 5 4 3 2 2 2 2 2 2 2 5 2 5 5 1 2 21 "female"
"220" 4 5 2 4 1 4 3 2 5 3 5 2 5 5 1 1 2 2 2 1 1 4 2 1 4 3 2 5 3 2 1 1 17 "female"
"221" 1 5 2 1 1 5 1 1 3 1 5 1 3 3 1 1 1 1 2 1 1 1 2 3 1 5 5 1 4 5 1 5 20 "female"
"222" 3 5 2 1 1 2 1 3 1 1 5 5 3 1 1 1 5 1 5 2 1 5 5 5 2 2 2 3 5 5 5 5 19 "female"
"223" 5 3 2 5 4 5 5 4 1 1 1 2 1 1 5 3 1 1 1 1 1 1 1 5 1 1 5 4 2 5 3 5 27 "male"
"224" 5 5 3 2 2 4 2 3 2 2 5 2 5 3 5 1 3 1 2 3 4 1 2 2 1 1 4 3 4 5 4 3 19 "female"
"225" 4 4 2 1 1 5 3 1 5 5 3 3 2 5 1 1 2 5 5 3 3 3 5 3 2 1 4 4 3 5 5 5 19 "female"
"226" 1 1 2 1 1 4 3 4 1 1 5 2 4 1 1 1 1 2 4 3 1 2 5 3 1 4 5 1 3 5 4 1 20 "female"
"227" 2 2 2 1 1 5 4 2 5 5 4 1 4 4 1 2 3 2 4 1 3 1 5 4 3 1 4 4 4 5 1 5 19 "female"
"228" 3 4 2 1 1 5 4 2 1 1 5 3 5 2 1 2 2 2 4 3 3 5 5 3 5 3 5 3 3 5 2 5 20 "female"
"229" 1 3 1 1 5 5 5 1 3 1 1 1 2 2 1 5 1 5 5 2 1 1 5 2 5 2 5 5 1 5 1 1 17 "female"
"230" 2 4 3 2 1 5 3 4 1 1 2 1 2 5 3 3 1 1 3 1 1 1 4 1 3 5 5 1 2 5 1 5 23 "female"
"231" 2 5 1 2 2 4 2 1 4 4 5 3 5 4 1 1 4 5 5 3 5 5 3 5 1 1 1 4 5 5 4 3 20 "female"
"232" 3 2 2 1 1 5 2 3 1 1 2 2 2 1 3 3 1 1 2 3 2 1 1 5 1 5 5 1 1 5 3 1 20 "female"
"233" 4 2 4 5 3 5 5 2 2 2 1 3 4 1 1 5 2 4 5 2 2 1 5 5 1 3 3 5 3 5 4 1 19 "male"
"234" 2 2 2 4 4 5 3 1 1 1 5 5 3 1 1 1 1 3 5 1 3 1 4 2 1 1 1 4 3 5 1 2 20 "female"
"235" 3 2 4 4 2 5 5 5 2 1 5 1 5 1 4 2 3 2 5 5 4 5 2 5 4 4 5 2 2 5 3 5 18 "female"
"236" 1 4 2 3 2 3 2 3 4 1 3 3 5 2 4 3 3 1 2 2 1 3 5 4 2 2 5 1 3 5 2 3 15 "female"
"237" 2 2 2 2 2 5 5 2 5 5 3 2 3 5 3 3 4 1 3 1 1 1 1 5 3 3 3 5 5 5 4 5 19 "female"
"238" 1 1 1 2 1 5 5 1 2 2 3 1 3 2 2 1 1 1 1 1 1 1 3 1 1 3 4 1 2 5 1 5 15 "female"
"239" 3 3 1 4 3 4 4 4 3 1 5 5 5 2 1 3 3 1 4 3 2 1 2 4 3 3 4 3 3 5 4 4 19 "female"
"240" 4 4 4 3 4 3 2 2 3 2 5 2 4 2 2 1 3 4 5 4 4 2 3 3 1 1 3 4 5 5 4 5 21 "female"
"241" 1 2 2 5 3 5 2 1 5 5 1 1 4 3 1 1 1 1 4 5 1 1 5 2 4 2 5 4 1 5 3 5 19 "female"
"242" 3 3 3 2 2 3 2 1 5 4 5 3 5 5 4 1 2 5 4 1 2 2 1 1 2 1 2 5 2 4 3 3 17 "female"
"243" 4 1 3 2 1 4 4 2 2 1 4 3 3 2 2 5 2 1 4 3 1 1 4 5 1 4 4 3 3 5 5 5 24 "male"
"244" 3 4 2 3 2 3 1 1 5 5 5 3 4 5 1 1 5 3 5 1 1 2 1 2 2 1 2 4 5 5 1 5 19 "female"
"245" 3 4 3 2 1 5 4 4 3 2 4 4 5 3 4 2 4 1 4 3 3 2 4 4 1 2 4 4 3 5 5 1 19 "female"
"246" 5 5 5 1 1 3 3 3 1 1 4 2 2 2 5 4 3 1 5 4 2 4 2 4 5 1 1 4 4 5 3 4 22 "female"
"247" 5 5 4 2 2 5 5 3 2 2 5 3 5 2 3 3 5 3 2 3 2 5 4 2 2 4 5 4 5 5 1 2 20 "female"
"248" 4 1 1 3 1 5 1 4 1 1 4 1 4 1 2 1 1 3 4 2 4 1 5 2 1 2 4 1 3 5 5 1 21 "female"
"249" 5 3 4 2 2 5 5 4 1 1 2 2 5 2 4 3 1 1 1 1 1 1 4 5 1 1 2 3 2 5 2 1 19 "male"
"250" 4 3 3 3 3 5 3 2 5 5 5 5 4 3 2 4 3 2 5 2 1 1 1 5 5 3 2 5 2 5 5 5 19 "male"
"251" 3 4 2 1 2 4 2 2 3 1 3 1 3 3 2 2 3 3 4 5 4 5 5 5 1 2 5 2 5 4 3 4 18 "female"
"252" 2 3 3 1 4 4 3 1 5 5 2 4 4 5 1 4 3 1 4 3 5 1 5 1 1 1 2 4 2 5 1 5 19 "male"
"253" 1 3 2 1 1 4 1 5 2 1 1 1 3 1 1 4 1 1 4 1 1 1 2 1 1 2 4 2 3 4 1 5 20 "female"
"254" 2 2 2 5 3 5 5 4 3 2 1 3 4 3 2 3 2 1 4 2 2 1 5 5 3 2 2 5 3 4 5 1 22 "male"
"255" 2 1 1 4 1 5 4 5 1 1 1 4 3 1 1 4 1 1 5 1 1 1 5 5 3 2 1 2 1 3 5 4 20 "male"
"256" 2 3 2 2 1 4 2 2 5 4 5 2 5 5 1 1 4 4 2 3 1 2 4 2 1 2 4 3 3 5 1 5 20 "female"
"257" 4 4 1 1 1 4 4 2 2 1 3 3 5 2 2 4 5 1 5 2 1 1 3 5 2 3 5 3 4 5 2 5 27 "female"
"258" 4 3 3 1 1 4 2 4 4 2 4 4 4 3 2 2 3 2 3 2 2 1 3 4 2 2 4 3 3 5 2 4 19 "female"
"259" 5 2 5 1 2 4 4 4 2 2 2 4 4 3 5 3 1 1 4 1 2 1 5 4 1 2 2 3 4 5 5 4 19 "male"
"260" 4 3 3 1 1 1 1 1 5 5 5 3 4 5 3 1 5 5 3 3 1 5 3 4 1 1 5 5 5 5 4 2 20 "female"
"261" 4 3 3 2 1 4 1 5 3 1 4 3 4 1 3 3 2 3 3 1 1 1 3 5 1 1 2 3 4 4 4 3 20 "male"
"262" 3 4 3 1 1 5 2 2 1 1 5 4 5 1 2 1 3 1 2 3 1 4 1 2 1 5 5 4 5 5 3 5 21 "female"
"263" 4 1 1 5 5 5 4 2 3 1 5 2 5 1 1 1 3 1 4 1 3 3 1 2 1 1 2 4 4 5 2 5 16 "female"
"264" 5 5 4 1 1 3 1 5 3 1 3 4 5 2 4 2 4 1 3 4 1 1 3 4 1 1 3 2 3 3 2 5 19 "female"
"265" 3 3 3 1 1 2 1 3 4 1 3 4 4 2 2 2 2 4 5 2 1 1 4 5 1 2 5 3 2 4 4 5 18 "female"
"266" 4 2 3 4 3 5 5 2 1 1 2 4 5 1 1 5 2 1 1 1 1 1 5 5 1 1 2 5 1 5 5 4 23 "male"
"267" 1 4 1 3 3 5 3 1 4 4 5 1 3 5 1 2 3 4 3 1 2 3 4 1 3 1 1 3 2 5 2 3 19 "male"
"268" 3 5 3 1 1 3 2 1 1 1 5 2 4 2 1 1 3 2 5 5 1 5 1 5 2 2 3 2 1 5 3 5 19 "female"
"269" 3 4 3 1 1 4 3 3 2 1 1 2 4 3 2 3 3 1 3 2 3 1 5 2 1 2 4 2 3 5 1 4 22 "female"
"270" 5 5 2 2 4 3 4 1 2 3 4 4 1 2 2 2 3 2 4 1 1 2 2 1 2 1 2 5 4 4 1 3 20 "male"
"271" 4 2 2 5 2 4 4 5 2 2 5 4 4 3 3 4 1 1 4 4 1 1 5 4 4 4 5 3 3 3 1 5 25 "female"
"272" 4 5 4 1 1 3 1 4 3 1 5 2 4 2 4 1 1 2 1 3 1 1 2 3 3 1 4 3 1 5 1 1 18 "female"
"273" 5 5 5 4 2 5 2 2 2 1 4 4 5 1 2 1 3 3 5 4 5 2 3 3 1 3 3 3 3 5 4 5 20 "female"
"274" 3 4 1 4 1 5 5 3 3 1 1 5 4 1 3 5 2 2 3 4 4 1 5 5 2 2 5 5 4 5 5 5 15 "female"
"275" 2 2 2 5 3 5 5 1 5 4 5 2 5 5 1 1 2 2 5 1 5 5 5 4 2 1 1 5 1 2 1 1 19 "female"
"276" 3 4 4 2 2 3 3 3 5 2 1 4 4 4 4 4 2 2 4 4 1 1 5 5 2 3 4 4 2 5 4 3 19 "female"
"277" 2 3 1 3 3 3 3 1 3 3 4 2 4 2 1 2 3 1 3 5 1 1 2 4 5 1 5 3 4 5 4 1 16 "female"
"278" 1 1 1 2 2 4 4 2 5 5 1 2 2 5 1 5 1 2 2 2 1 1 3 3 2 2 4 3 2 4 4 5 19 "male"
"279" 5 3 3 3 1 4 3 5 4 3 5 5 5 2 2 4 3 3 3 3 3 2 5 4 2 3 4 3 5 5 5 2 18 "female"
"280" 2 1 1 2 2 3 3 1 1 2 1 3 1 1 1 3 1 1 1 1 1 1 5 5 1 1 1 2 1 4 2 3 15 "male"
"281" 5 4 2 5 5 5 5 2 3 2 3 5 5 3 3 5 5 4 5 2 5 4 5 5 2 3 3 5 4 5 5 5 20 "male"
"282" 4 2 2 1 1 5 3 4 1 1 2 4 3 1 1 2 2 3 2 2 1 1 5 3 1 4 5 4 3 5 1 1 20 "male"
"283" 3 2 2 2 2 4 2 1 5 4 1 2 1 2 3 2 3 1 4 4 1 1 4 4 4 4 5 3 2 5 4 5 20 "female"
"284" 1 1 1 3 3 3 4 2 2 2 3 3 3 2 1 4 1 1 3 3 1 1 5 5 1 2 2 5 1 5 3 5 19 "male"
"285" 3 5 4 1 1 5 2 4 2 1 5 4 5 2 2 2 3 5 5 3 1 3 4 1 1 4 3 3 5 5 3 3 18 "female"
"286" 5 2 5 1 1 2 2 2 1 1 3 5 3 1 5 3 3 2 4 2 5 1 4 5 2 3 4 2 2 4 3 5 18 "female"
"287" 2 4 3 3 3 4 4 2 5 5 1 1 3 5 1 1 1 4 3 1 3 1 5 4 4 3 4 5 2 4 2 5 20 "male"
"288" 1 2 2 2 2 3 3 4 4 2 2 3 3 4 2 1 2 4 4 2 2 1 3 1 1 4 4 2 3 5 4 3 18 "female"
"289" 5 3 3 1 3 5 3 3 5 5 3 5 4 5 2 5 3 3 4 3 3 2 5 5 5 2 3 5 2 5 5 5 19 "male"
"290" 4 4 4 4 1 3 1 5 1 1 1 3 3 2 2 1 1 1 4 1 1 1 4 3 3 3 2 1 2 5 2 4 19 "female"
"291" 3 3 1 2 1 5 5 5 1 1 5 4 4 2 2 4 3 1 4 1 1 3 4 2 2 5 4 4 3 2 2 5 20 "female"
"292" 3 2 2 2 1 4 4 4 3 2 1 2 3 2 1 3 1 2 4 3 1 1 5 3 2 5 5 3 2 5 2 4 17 "female"
"293" 2 3 2 3 5 5 2 1 5 2 4 3 3 5 2 5 3 3 3 5 3 4 1 5 4 3 2 4 3 5 5 5 17 "male"
"294" 3 3 2 4 4 5 2 1 5 5 5 3 3 5 2 2 2 5 5 4 1 4 5 3 3 1 3 3 4 3 1 5 22 "female"
"295" 5 3 3 3 2 5 3 2 3 3 5 5 3 3 2 2 3 3 3 2 5 4 5 5 3 2 4 3 3 5 3 5 16 "female"
"296" 4 4 3 1 1 5 4 3 1 1 5 5 5 2 2 1 1 1 5 1 1 1 3 2 2 2 4 3 4 5 3 2 24 "female"
"297" 5 2 2 3 2 3 5 4 3 3 2 2 2 2 2 5 3 4 4 4 4 2 3 5 2 2 3 5 5 5 4 3 17 "male"
"298" 1 1 3 5 5 3 4 1 3 5 1 3 3 4 1 2 1 1 4 1 1 1 1 1 2 3 2 5 1 4 1 4 17 "male"
"299" 3 3 4 4 5 3 3 5 1 1 1 1 1 1 4 5 1 3 5 2 1 1 1 5 4 4 1 5 2 5 5 5 17 "male"
"300" 2 2 1 3 1 5 2 4 2 1 3 1 3 1 2 1 4 5 5 5 5 2 4 2 1 4 5 4 5 5 4 1 15 "female"
"301" 5 2 5 1 1 2 2 3 1 1 3 5 3 2 5 3 2 2 4 2 5 1 4 5 2 3 4 2 2 3 2 5 18 "female"
"302" 5 3 4 1 2 3 1 1 2 2 5 4 4 2 3 1 1 5 3 1 2 5 2 1 1 2 1 4 2 4 2 1 18 "female"
"303" 3 3 2 1 1 5 5 1 1 1 1 1 3 1 1 4 3 1 3 5 3 4 5 5 3 4 5 5 1 5 5 2 16 "male"
"304" 2 3 2 4 3 3 3 4 2 3 2 4 3 1 1 1 3 1 2 4 2 1 5 3 1 2 3 2 3 5 4 5 20 "female"
"305" 2 3 1 1 1 3 3 3 5 3 5 2 4 2 2 1 3 1 5 5 2 1 3 4 5 2 3 3 3 4 1 5 29 "female"
"306" 1 1 4 1 1 4 2 5 1 1 1 2 3 1 1 1 1 1 4 1 3 1 5 2 4 5 4 1 1 4 1 1 24 "female"
"307" 3 3 1 3 1 4 1 5 1 2 4 4 5 1 3 3 3 1 4 1 1 1 5 2 3 3 3 2 2 4 3 4 18 "female"
"308" 5 5 2 1 1 5 4 1 1 1 3 4 1 1 1 4 3 1 3 1 1 1 5 3 1 2 3 2 1 5 3 5 17 "male"
"309" 2 2 1 2 2 5 5 4 1 1 1 2 4 1 1 2 1 1 3 1 1 1 3 5 1 3 2 4 1 4 5 1 18 "male"
"310" 3 2 1 3 3 4 4 1 4 4 4 4 2 3 1 1 2 1 5 5 5 1 1 5 5 1 4 4 5 5 4 4 16 "male"
"311" 2 2 1 2 2 5 5 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 3 1 1 1 5 1 5 3 3 20 "male"
"312" 3 3 2 5 4 5 3 2 5 5 4 4 5 5 2 2 2 3 5 3 4 1 5 5 4 4 5 3 3 5 4 5 16 "female"
"313" 1 1 1 1 5 5 3 1 5 5 1 2 3 5 1 3 1 1 5 1 1 1 5 1 3 1 1 2 1 5 5 2 19 "male"
"314" 4 4 4 2 2 2 2 4 2 2 5 4 5 2 4 3 4 2 2 2 4 3 1 3 2 2 4 2 5 5 3 3 18 "female"
"315" 3 4 4 4 4 4 3 4 5 2 5 3 4 3 3 3 4 5 5 3 5 4 1 4 3 4 5 4 5 5 1 4 20 "female"
"316" 5 2 4 5 5 5 4 4 2 2 2 4 4 2 2 3 1 1 3 1 1 1 5 3 1 3 1 5 2 4 2 3 18 "male"
"317" 1 3 1 3 2 3 3 2 4 3 1 1 3 3 2 4 2 1 3 1 3 1 5 5 2 1 3 2 3 3 3 5 21 "male"
"318" 5 2 2 2 2 4 4 1 1 2 2 4 3 1 1 1 1 2 4 2 2 1 3 4 2 3 2 2 2 4 1 5 19 "male"
"319" 5 2 2 1 1 3 1 1 2 1 5 1 5 2 2 3 3 1 3 1 1 1 1 5 1 3 5 2 3 5 1 5 20 "female"
"320" 4 5 1 1 2 4 5 3 2 2 4 1 5 3 1 4 5 5 5 4 5 4 3 5 2 1 3 3 5 5 3 5 19 "female"
"321" 5 4 1 1 1 3 2 1 1 1 5 4 5 2 1 3 1 2 2 2 5 2 1 4 1 2 1 4 5 5 5 3 19 "female"
"322" 3 3 2 2 1 4 4 5 1 1 1 4 3 1 1 2 2 1 2 1 1 1 5 5 1 3 4 3 2 4 4 1 20 "male"
"323" 5 1 2 1 1 4 5 2 1 1 3 3 4 1 2 5 1 3 4 2 1 1 5 5 1 1 2 4 3 5 5 3 20 "male"
"324" 4 3 4 4 3 5 4 3 4 2 3 3 2 3 3 5 2 1 5 1 2 1 3 5 3 3 3 3 2 3 5 5 17 "male"
"325" 4 4 2 2 1 5 2 2 5 4 5 4 5 5 1 2 2 1 5 4 2 1 3 3 3 1 5 3 3 5 3 5 19 "female"
"326" 2 5 1 5 3 3 3 3 5 5 5 2 3 5 2 2 3 5 5 5 5 3 2 5 3 1 3 3 3 5 2 3 19 "female"
"327" 3 3 3 1 3 5 5 5 1 1 1 2 4 1 1 4 2 3 5 1 1 1 1 1 1 1 3 5 1 2 2 1 20 "male"
"328" 2 2 1 1 2 2 1 1 5 5 2 2 3 5 1 2 1 1 4 3 1 1 5 4 1 3 5 4 3 5 5 5 21 "female"
"329" 2 1 1 3 2 5 2 1 5 5 4 2 3 3 1 3 1 1 3 1 1 1 5 5 2 2 3 2 4 3 1 1 20 "female"
"330" 3 5 4 5 4 5 4 5 5 5 5 4 5 5 3 4 5 4 4 2 4 3 5 3 2 1 2 3 4 5 5 4 17 "female"
"331" 4 4 1 5 1 4 1 1 1 1 2 2 3 1 1 1 4 1 5 5 2 1 5 2 2 1 3 1 4 5 5 5 20 "female"
"332" 3 5 4 3 3 5 5 4 3 2 2 3 3 2 4 3 3 4 4 5 5 1 3 5 1 2 3 5 4 4 3 3 25 "male"
"333" 3 4 1 2 1 4 3 2 5 5 2 2 4 4 1 2 1 2 3 4 5 1 3 3 1 4 5 3 2 5 5 4 20 "female"
"334" 5 5 3 2 1 4 2 2 1 1 5 2 4 1 3 2 4 1 1 2 1 1 4 1 1 1 4 3 5 5 2 5 21 "female"
"335" 1 2 2 5 2 5 5 2 1 1 1 4 3 1 1 2 2 1 2 1 2 1 1 4 1 1 2 5 3 5 3 1 22 "male"
"336" 2 5 1 5 1 5 1 1 4 3 5 2 5 3 2 1 4 3 3 1 1 1 4 1 1 1 5 2 4 5 1 1 19 "female"
"337" 3 1 1 3 4 5 5 1 1 1 4 3 4 3 3 4 3 1 5 3 3 1 5 3 1 3 2 5 4 5 5 1 25 "male"
"338" 2 4 3 3 4 4 3 4 3 3 3 3 4 4 1 2 2 3 2 2 3 5 5 3 1 1 4 4 2 4 4 2 19 "female"
"339" 2 4 3 2 2 5 3 3 5 3 4 4 5 5 4 3 3 3 3 3 2 1 4 3 1 5 5 3 3 5 4 5 25 "female"
"340" 3 5 3 4 2 3 4 5 3 1 3 2 5 3 2 2 3 5 4 3 5 5 2 4 3 1 4 3 3 3 3 5 25 "female"
"341" 2 5 1 2 1 5 1 2 4 3 3 4 5 3 1 2 5 1 4 2 4 4 5 5 3 2 5 2 2 4 2 3 21 "female"
"342" 5 3 4 3 2 4 3 5 3 4 4 3 5 3 3 4 2 4 4 2 2 2 3 3 1 2 3 3 3 5 1 2 20 "male"
"343" 4 2 1 4 1 2 1 2 2 1 4 2 3 1 1 1 4 3 5 3 1 1 3 4 1 2 4 1 4 5 2 2 24 "female"
"344" 3 3 2 3 1 3 2 2 2 1 1 2 2 3 2 3 2 2 3 3 1 1 2 1 2 3 4 2 4 5 3 1 30 "female"
"345" 5 2 3 1 1 4 4 1 1 1 1 5 2 1 1 3 1 1 3 1 1 1 1 5 2 1 2 3 1 3 3 3 21 "male"
"346" 1 4 2 4 2 5 5 1 4 1 1 2 2 4 2 4 2 2 3 1 4 2 5 3 1 5 3 3 4 5 1 3 27 "male"
"347" 4 1 1 4 3 5 5 3 2 1 3 3 5 1 1 5 1 1 4 1 1 1 4 5 1 1 3 5 1 5 3 1 21 "male"
"348" 2 3 1 4 3 2 3 1 1 2 2 1 4 1 1 2 3 1 3 1 5 1 2 1 1 2 2 3 4 5 3 1 16 "female"
"349" 5 5 3 4 4 3 4 2 4 2 5 3 4 2 3 1 5 5 5 3 5 2 4 2 3 2 3 4 5 5 2 5 22 "female"
"350" 5 2 3 5 5 5 4 2 5 5 5 5 3 4 2 1 4 2 3 1 1 1 1 1 1 1 2 5 2 4 1 1 19 "male"
"351" 2 4 2 1 1 4 2 1 1 1 4 1 3 2 1 1 1 1 3 1 1 1 2 1 1 1 2 2 5 5 1 1 20 "female"
"352" 2 4 1 2 2 3 4 1 1 1 3 1 3 2 1 3 2 1 3 1 1 2 2 3 2 2 1 1 3 4 5 4 23 "male"
"353" 2 2 1 2 2 4 2 1 5 1 1 4 5 2 1 1 4 5 5 1 5 1 5 3 2 1 3 3 3 5 5 5 20 "female"
"354" 5 4 5 2 3 4 2 4 3 2 4 5 5 2 4 2 3 5 5 2 2 3 1 3 2 2 4 2 3 5 1 3 20 "female"
"355" 1 1 1 1 1 5 5 1 2 1 5 5 5 1 1 4 1 5 5 3 5 1 5 1 1 1 2 1 3 4 1 1 21 "female"
"356" 4 4 4 2 2 4 3 4 3 2 4 3 5 3 4 2 5 3 4 4 1 3 1 3 1 3 4 3 5 5 4 5 19 "female"
"357" 3 3 2 1 1 2 2 1 1 1 3 2 4 2 1 1 3 5 5 3 5 1 3 1 1 1 3 4 5 5 1 1 21 "female"
"358" 1 2 1 3 3 5 3 3 1 1 3 5 3 2 1 3 5 2 5 5 2 2 1 5 1 5 5 3 1 5 4 3 16 "female"
"359" 3 1 1 4 4 5 5 3 1 1 1 1 1 1 1 5 1 1 2 1 5 1 5 5 1 1 5 5 1 5 5 5 20 "male"
"360" 5 4 5 1 1 4 2 4 2 1 3 3 5 2 5 5 2 3 4 4 5 1 1 5 1 2 5 2 4 5 1 3 18 "female"
"361" 4 4 3 1 1 3 1 1 1 1 5 2 3 1 2 1 1 3 5 1 1 1 1 2 1 1 5 1 3 4 1 5 21 "female"
"362" 4 2 2 3 2 3 2 2 2 2 2 4 2 2 2 4 2 3 4 1 1 1 5 4 1 3 2 4 2 5 5 4 21 "male"
"363" 4 5 3 3 1 5 4 4 2 1 5 4 5 1 1 1 3 3 2 1 1 5 1 1 1 1 4 5 4 5 1 3 18 "male"
"364" 1 5 1 1 1 5 1 2 5 5 5 1 5 5 3 1 1 1 3 3 1 1 5 1 1 5 5 1 4 5 5 1 19 "female"
"365" 2 2 1 5 2 4 2 5 3 3 4 3 2 1 2 2 3 3 4 4 4 2 5 2 2 2 3 2 2 5 3 3 20 "female"
"366" 4 4 4 5 3 5 5 2 3 1 2 2 2 3 2 2 4 4 4 1 1 1 3 4 1 1 1 4 3 5 4 5 18 "male"
"367" 1 2 2 1 2 3 1 4 2 1 5 2 5 1 2 1 2 3 3 1 1 1 1 3 3 3 5 3 5 3 2 5 18 "female"
"368" 3 5 2 1 2 3 2 2 4 3 3 1 2 5 4 1 3 5 2 4 2 2 3 1 1 1 1 5 4 4 1 2 23 "female"
"369" 5 3 5 1 1 5 3 1 1 1 5 5 3 2 4 1 3 3 3 1 1 1 3 1 1 2 3 2 4 5 3 2 20 "female"
