"History" "Psychology" "Politics" "Mathematics" "Physics" "Internet" "PC" "Economy" "Biology" "Chemistry" "rPoetry" "Geography" "Languages" "Medicine" "Law" "Cars" "Art" "Religion" "Outdoor" "Dancing" "Instruments" "wPoetry" "sLeisure" "sCompetitive" "Gardening" "Celebrities" "Shopping" "SciTec" "Theatre" "Social" "sAdrenaline" "Pets" "Age" "Gender"
"184" 5 3 5 4 4 4 4 2 2 4 5 3 5 3 5 4 5 3 4 1 3 3 3 3 1 1 1 4 5 4 3 3 25 "male"
"185" 5 2 4 1 1 4 2 2 3 2 5 5 4 3 5 4 2 2 4 2 1 2 5 5 2 3 3 4 3 4 2 5 20 "female"
"186" 3 3 3 1 1 2 1 1 3 2 3 3 4 2 1 3 5 1 4 2 3 2 3 5 1 4 5 3 2 5 5 5 19 "female"
"187" 4 4 4 4 3 4 5 3 2 2 4 5 3 2 4 3 3 4 4 1 1 1 5 5 1 1 1 4 4 5 4 3 21 "male"
"188" 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 2 3 2 5 5 5 5 4 4 5 4 5 23 "male"
"189" 1 3 2 1 1 5 5 4 1 1 3 2 5 1 1 3 1 1 3 5 1 1 3 5 1 5 5 1 4 5 3 4 21 "female"
"190" 5 3 4 5 5 5 5 4 3 3 5 4 4 3 4 3 5 1 5 2 5 5 5 1 4 1 4 4 5 5 2 1 20 "male"
"191" 3 3 3 3 4 5 4 4 5 5 5 4 5 5 4 5 3 3 5 2 1 1 3 3 3 4 4 5 4 5 4 4 20 "female"
"192" 4 3 3 3 3 4 3 2 5 5 4 5 5 5 4 4 4 2 2 1 1 2 2 3 2 4 4 5 4 4 2 3 18 "female"
"193" 3 1 1 1 1 3 1 1 1 1 1 3 1 1 1 3 1 1 3 5 1 1 5 5 1 3 3 1 1 5 4 1 27 "male"
"194" 3 3 2 3 4 4 1 1 4 4 3 1 3 5 3 1 2 1 3 1 1 1 1 3 1 1 4 1 2 4 3 1 17 "female"
"195" 2 3 1 2 1 5 4 3 2 2 5 5 5 1 2 1 4 3 4 3 4 3 3 2 2 2 2 2 5 5 4 5 19 "female"
"196" 2 1 5 2 4 5 4 2 5 5 3 3 5 5 3 4 1 2 4 5 5 1 2 4 1 3 3 5 3 5 4 5 18 "male"
"197" 3 3 1 1 1 3 4 1 5 5 3 1 5 3 2 4 3 2 4 2 5 1 5 5 3 1 3 4 2 5 3 5 18 "male"
"198" 3 4 1 4 4 5 5 3 2 1 3 5 5 3 3 4 4 1 5 1 5 3 3 5 3 1 2 5 3 5 4 4 30 "male"
"199" 2 3 1 2 2 3 2 2 1 1 3 3 3 1 1 1 1 2 4 1 1 2 4 2 3 3 4 3 2 3 1 1 24 "female"
"200" 4 5 2 3 2 5 3 2 5 3 5 3 4 2 2 2 3 3 4 5 4 4 5 5 2 2 3 3 3 5 5 5 20 "female"
"201" 2 4 3 1 3 5 4 4 1 1 1 1 2 1 1 2 1 3 1 1 1 1 4 1 1 1 2 4 2 3 1 1 20 "male"
"202" 3 3 4 4 4 5 4 4 2 2 4 4 4 3 2 5 3 3 4 3 3 1 4 2 1 1 2 5 3 5 4 3 20 "male"
"203" 5 4 3 3 4 4 4 2 4 4 5 5 5 4 3 4 4 4 4 1 1 2 4 2 1 1 3 3 5 3 1 3 19 "female"
"204" 3 3 2 3 3 3 3 3 4 5 4 3 4 4 2 1 5 3 5 4 4 1 4 2 4 1 2 4 4 5 2 5 20 "female"
"205" 2 1 1 4 2 5 5 2 3 2 1 5 3 2 2 2 2 2 5 2 4 1 5 3 2 1 2 4 2 4 5 1 21 "male"
"206" 4 4 4 3 1 4 2 5 2 2 5 4 5 2 1 2 3 3 4 5 1 1 5 4 1 3 5 3 3 5 3 4 19 "female"
"207" 2 4 2 2 1 5 3 4 2 1 3 4 5 4 4 3 2 1 5 5 4 3 4 2 4 5 5 2 3 5 2 5 19 "female"
"208" 1 2 4 4 1 5 4 5 1 1 1 5 5 1 3 1 1 1 5 2 5 1 5 2 3 2 4 2 1 5 1 1 19 "female"
"209" 1 4 1 1 1 4 2 2 4 4 4 1 3 3 2 2 2 2 4 4 1 3 5 5 3 3 3 2 3 4 3 5 18 "female"
"210" 1 1 1 5 4 5 2 5 2 2 1 1 2 1 3 3 1 1 2 2 1 1 4 2 3 3 5 2 1 5 3 5 18 "female"
"211" 5 5 4 1 1 5 1 1 2 3 5 4 4 1 5 2 1 5 2 1 1 3 5 1 3 1 5 1 4 5 1 3 16 "female"
"212" 5 4 5 3 2 5 3 2 3 4 5 2 5 2 5 2 5 2 2 2 2 2 4 4 3 2 5 5 5 5 1 5 19 "female"
"213" 2 2 3 4 1 4 1 5 1 1 4 5 5 2 1 4 2 1 4 4 2 1 5 2 1 2 4 3 2 5 5 5 18 "female"
"214" 2 3 2 2 2 4 2 4 2 1 1 2 5 1 1 2 1 1 3 2 1 1 2 2 1 3 5 3 3 5 1 3 19 "female"
"215" 4 2 4 1 2 3 1 3 4 2 4 4 3 2 3 2 4 2 3 3 2 3 2 4 3 1 4 3 4 4 3 4 21 "female"
"216" 3 3 5 2 2 5 5 4 2 2 1 3 3 2 4 5 3 1 3 1 1 1 5 5 2 3 2 3 2 4 5 3 21 "male"
"217" 3 4 4 4 5 4 3 1 2 1 2 2 5 3 5 4 3 1 2 1 1 2 5 3 1 5 5 3 4 5 3 5 18 "female"
"218" 3 3 2 1 1 4 3 4 2 1 4 1 5 2 2 1 5 4 3 2 2 2 2 2 2 2 5 2 5 5 1 2 21 "female"
"219" 4 5 2 4 1 4 3 2 5 3 5 2 5 5 1 1 2 2 2 1 1 4 2 1 4 3 2 5 3 2 1 1 17 "female"
"220" 1 5 2 1 1 5 1 1 3 1 5 1 3 3 1 1 1 1 2 1 1 1 2 3 1 5 5 1 4 5 1 5 20 "female"
"221" 3 5 2 1 1 2 1 3 1 1 5 5 3 1 1 1 5 1 5 2 1 5 5 5 2 2 2 3 5 5 5 5 19 "female"
"222" 5 3 2 5 4 5 5 4 1 1 1 2 1 1 5 3 1 1 1 1 1 1 1 5 1 1 5 4 2 5 3 5 27 "male"
"223" 5 5 3 2 2 4 2 3 2 2 5 2 5 3 5 1 3 1 2 3 4 1 2 2 1 1 4 3 4 5 4 3 19 "female"
"224" 4 4 2 1 1 5 3 1 5 5 3 3 2 5 1 1 2 5 5 3 3 3 5 3 2 1 4 4 3 5 5 5 19 "female"
"225" 1 1 2 1 1 4 3 4 1 1 5 2 4 1 1 1 1 2 4 3 1 2 5 3 1 4 5 1 3 5 4 1 20 "female"
"226" 2 2 2 1 1 5 4 2 5 5 4 1 4 4 1 2 3 2 4 1 3 1 5 4 3 1 4 4 4 5 1 5 19 "female"
"227" 3 4 2 1 1 5 4 2 1 1 5 3 5 2 1 2 2 2 4 3 3 5 5 3 5 3 5 3 3 5 2 5 20 "female"
"228" 1 3 1 1 5 5 5 1 3 1 1 1 2 2 1 5 1 5 5 2 1 1 5 2 5 2 5 5 1 5 1 1 17 "female"
"229" 2 4 3 2 1 5 3 4 1 1 2 1 2 5 3 3 1 1 3 1 1 1 4 1 3 5 5 1 2 5 1 5 23 "female"
"230" 2 5 1 2 2 4 2 1 4 4 5 3 5 4 1 1 4 5 5 3 5 5 3 5 1 1 1 4 5 5 4 3 20 "female"
"231" 3 2 2 1 1 5 2 3 1 1 2 2 2 1 3 3 1 1 2 3 2 1 1 5 1 5 5 1 1 5 3 1 20 "female"
"232" 4 2 4 5 3 5 5 2 2 2 1 3 4 1 1 5 2 4 5 2 2 1 5 5 1 3 3 5 3 5 4 1 19 "male"
"233" 2 2 2 4 4 5 3 1 1 1 5 5 3 1 1 1 1 3 5 1 3 1 4 2 1 1 1 4 3 5 1 2 20 "female"
"234" 3 2 4 4 2 5 5 5 2 1 5 1 5 1 4 2 3 2 5 5 4 5 2 5 4 4 5 2 2 5 3 5 18 "female"
"235" 1 4 2 3 2 3 2 3 4 1 3 3 5 2 4 3 3 1 2 2 1 3 5 4 2 2 5 1 3 5 2 3 15 "female"
"236" 2 2 2 2 2 5 5 2 5 5 3 2 3 5 3 3 4 1 3 1 1 1 1 5 3 3 3 5 5 5 4 5 19 "female"
"237" 1 1 1 2 1 5 5 1 2 2 3 1 3 2 2 1 1 1 1 1 1 1 3 1 1 3 4 1 2 5 1 5 15 "female"
"238" 3 3 1 4 3 4 4 4 3 1 5 5 5 2 1 3 3 1 4 3 2 1 2 4 3 3 4 3 3 5 4 4 19 "female"
"239" 4 4 4 3 4 3 2 2 3 2 5 2 4 2 2 1 3 4 5 4 4 2 3 3 1 1 3 4 5 5 4 5 21 "female"
"240" 1 2 2 5 3 5 2 1 5 5 1 1 4 3 1 1 1 1 4 5 1 1 5 2 4 2 5 4 1 5 3 5 19 "female"
"241" 3 3 3 2 2 3 2 1 5 4 5 3 5 5 4 1 2 5 4 1 2 2 1 1 2 1 2 5 2 4 3 3 17 "female"
"242" 4 1 3 2 1 4 4 2 2 1 4 3 3 2 2 5 2 1 4 3 1 1 4 5 1 4 4 3 3 5 5 5 24 "male"
"243" 3 4 2 3 2 3 1 1 5 5 5 3 4 5 1 1 5 3 5 1 1 2 1 2 2 1 2 4 5 5 1 5 19 "female"
"244" 3 4 3 2 1 5 4 4 3 2 4 4 5 3 4 2 4 1 4 3 3 2 4 4 1 2 4 4 3 5 5 1 19 "female"
"245" 5 5 5 1 1 3 3 3 1 1 4 2 2 2 5 4 3 1 5 4 2 4 2 4 5 1 1 4 4 5 3 4 22 "female"
"246" 5 5 4 2 2 5 5 3 2 2 5 3 5 2 3 3 5 3 2 3 2 5 4 2 2 4 5 4 5 5 1 2 20 "female"
"247" 4 1 1 3 1 5 1 4 1 1 4 1 4 1 2 1 1 3 4 2 4 1 5 2 1 2 4 1 3 5 5 1 21 "female"
"248" 5 3 4 2 2 5 5 4 1 1 2 2 5 2 4 3 1 1 1 1 1 1 4 5 1 1 2 3 2 5 2 1 19 "male"
"249" 4 3 3 3 3 5 3 2 5 5 5 5 4 3 2 4 3 2 5 2 1 1 1 5 5 3 2 5 2 5 5 5 19 "male"
"250" 3 4 2 1 2 4 2 2 3 1 3 1 3 3 2 2 3 3 4 5 4 5 5 5 1 2 5 2 5 4 3 4 18 "female"
"251" 2 3 3 1 4 4 3 1 5 5 2 4 4 5 1 4 3 1 4 3 5 1 5 1 1 1 2 4 2 5 1 5 19 "male"
"252" 1 3 2 1 1 4 1 5 2 1 1 1 3 1 1 4 1 1 4 1 1 1 2 1 1 2 4 2 3 4 1 5 20 "female"
"253" 2 2 2 5 3 5 5 4 3 2 1 3 4 3 2 3 2 1 4 2 2 1 5 5 3 2 2 5 3 4 5 1 22 "male"
"254" 2 1 1 4 1 5 4 5 1 1 1 4 3 1 1 4 1 1 5 1 1 1 5 5 3 2 1 2 1 3 5 4 20 "male"
"255" 2 3 2 2 1 4 2 2 5 4 5 2 5 5 1 1 4 4 2 3 1 2 4 2 1 2 4 3 3 5 1 5 20 "female"
"256" 4 4 1 1 1 4 4 2 2 1 3 3 5 2 2 4 5 1 5 2 1 1 3 5 2 3 5 3 4 5 2 5 27 "female"
"257" 4 3 3 1 1 4 2 4 4 2 4 4 4 3 2 2 3 2 3 2 2 1 3 4 2 2 4 3 3 5 2 4 19 "female"
"258" 5 2 5 1 2 4 4 4 2 2 2 4 4 3 5 3 1 1 4 1 2 1 5 4 1 2 2 3 4 5 5 4 19 "male"
"259" 4 3 3 1 1 1 1 1 5 5 5 3 4 5 3 1 5 5 3 3 1 5 3 4 1 1 5 5 5 5 4 2 20 "female"
"260" 4 3 3 2 1 4 1 5 3 1 4 3 4 1 3 3 2 3 3 1 1 1 3 5 1 1 2 3 4 4 4 3 20 "male"
"261" 3 4 3 1 1 5 2 2 1 1 5 4 5 1 2 1 3 1 2 3 1 4 1 2 1 5 5 4 5 5 3 5 21 "female"
"262" 4 1 1 5 5 5 4 2 3 1 5 2 5 1 1 1 3 1 4 1 3 3 1 2 1 1 2 4 4 5 2 5 16 "female"
"263" 5 5 4 1 1 3 1 5 3 1 3 4 5 2 4 2 4 1 3 4 1 1 3 4 1 1 3 2 3 3 2 5 19 "female"
"264" 3 3 3 1 1 2 1 3 4 1 3 4 4 2 2 2 2 4 5 2 1 1 4 5 1 2 5 3 2 4 4 5 18 "female"
"265" 4 2 3 4 3 5 5 2 1 1 2 4 5 1 1 5 2 1 1 1 1 1 5 5 1 1 2 5 1 5 5 4 23 "male"
"266" 1 4 1 3 3 5 3 1 4 4 5 1 3 5 1 2 3 4 3 1 2 3 4 1 3 1 1 3 2 5 2 3 19 "male"
"267" 3 5 3 1 1 3 2 1 1 1 5 2 4 2 1 1 3 2 5 5 1 5 1 5 2 2 3 2 1 5 3 5 19 "female"
"268" 3 4 3 1 1 4 3 3 2 1 1 2 4 3 2 3 3 1 3 2 3 1 5 2 1 2 4 2 3 5 1 4 22 "female"
"269" 5 5 2 2 4 3 4 1 2 3 4 4 1 2 2 2 3 2 4 1 1 2 2 1 2 1 2 5 4 4 1 3 20 "male"
"270" 4 2 2 5 2 4 4 5 2 2 5 4 4 3 3 4 1 1 4 4 1 1 5 4 4 4 5 3 3 3 1 5 25 "female"
"271" 4 5 4 1 1 3 1 4 3 1 5 2 4 2 4 1 1 2 1 3 1 1 2 3 3 1 4 3 1 5 1 1 18 "female"
"272" 5 5 5 4 2 5 2 2 2 1 4 4 5 1 2 1 3 3 5 4 5 2 3 3 1 3 3 3 3 5 4 5 20 "female"
"273" 3 4 1 4 1 5 5 3 3 1 1 5 4 1 3 5 2 2 3 4 4 1 5 5 2 2 5 5 4 5 5 5 15 "female"
"274" 2 2 2 5 3 5 5 1 5 4 5 2 5 5 1 1 2 2 5 1 5 5 5 4 2 1 1 5 1 2 1 1 19 "female"
"275" 3 4 4 2 2 3 3 3 5 2 1 4 4 4 4 4 2 2 4 4 1 1 5 5 2 3 4 4 2 5 4 3 19 "female"
"276" 2 3 1 3 3 3 3 1 3 3 4 2 4 2 1 2 3 1 3 5 1 1 2 4 5 1 5 3 4 5 4 1 16 "female"
"277" 1 1 1 2 2 4 4 2 5 5 1 2 2 5 1 5 1 2 2 2 1 1 3 3 2 2 4 3 2 4 4 5 19 "male"
"278" 5 3 3 3 1 4 3 5 4 3 5 5 5 2 2 4 3 3 3 3 3 2 5 4 2 3 4 3 5 5 5 2 18 "female"
"279" 2 1 1 2 2 3 3 1 1 2 1 3 1 1 1 3 1 1 1 1 1 1 5 5 1 1 1 2 1 4 2 3 15 "male"
"280" 5 4 2 5 5 5 5 2 3 2 3 5 5 3 3 5 5 4 5 2 5 4 5 5 2 3 3 5 4 5 5 5 20 "male"
"281" 4 2 2 1 1 5 3 4 1 1 2 4 3 1 1 2 2 3 2 2 1 1 5 3 1 4 5 4 3 5 1 1 20 "male"
"282" 3 2 2 2 2 4 2 1 5 4 1 2 1 2 3 2 3 1 4 4 1 1 4 4 4 4 5 3 2 5 4 5 20 "female"
"283" 1 1 1 3 3 3 4 2 2 2 3 3 3 2 1 4 1 1 3 3 1 1 5 5 1 2 2 5 1 5 3 5 19 "male"
"284" 3 5 4 1 1 5 2 4 2 1 5 4 5 2 2 2 3 5 5 3 1 3 4 1 1 4 3 3 5 5 3 3 18 "female"
"285" 5 2 5 1 1 2 2 2 1 1 3 5 3 1 5 3 3 2 4 2 5 1 4 5 2 3 4 2 2 4 3 5 18 "female"
"286" 2 4 3 3 3 4 4 2 5 5 1 1 3 5 1 1 1 4 3 1 3 1 5 4 4 3 4 5 2 4 2 5 20 "male"
"287" 1 2 2 2 2 3 3 4 4 2 2 3 3 4 2 1 2 4 4 2 2 1 3 1 1 4 4 2 3 5 4 3 18 "female"
"288" 5 3 3 1 3 5 3 3 5 5 3 5 4 5 2 5 3 3 4 3 3 2 5 5 5 2 3 5 2 5 5 5 19 "male"
"289" 4 4 4 4 1 3 1 5 1 1 1 3 3 2 2 1 1 1 4 1 1 1 4 3 3 3 2 1 2 5 2 4 19 "female"
"290" 3 3 1 2 1 5 5 5 1 1 5 4 4 2 2 4 3 1 4 1 1 3 4 2 2 5 4 4 3 2 2 5 20 "female"
"291" 3 2 2 2 1 4 4 4 3 2 1 2 3 2 1 3 1 2 4 3 1 1 5 3 2 5 5 3 2 5 2 4 17 "female"
"292" 2 3 2 3 5 5 2 1 5 2 4 3 3 5 2 5 3 3 3 5 3 4 1 5 4 3 2 4 3 5 5 5 17 "male"
"293" 3 3 2 4 4 5 2 1 5 5 5 3 3 5 2 2 2 5 5 4 1 4 5 3 3 1 3 3 4 3 1 5 22 "female"
"294" 5 3 3 3 2 5 3 2 3 3 5 5 3 3 2 2 3 3 3 2 5 4 5 5 3 2 4 3 3 5 3 5 16 "female"
"295" 4 4 3 1 1 5 4 3 1 1 5 5 5 2 2 1 1 1 5 1 1 1 3 2 2 2 4 3 4 5 3 2 24 "female"
"296" 5 2 2 3 2 3 5 4 3 3 2 2 2 2 2 5 3 4 4 4 4 2 3 5 2 2 3 5 5 5 4 3 17 "male"
"297" 1 1 3 5 5 3 4 1 3 5 1 3 3 4 1 2 1 1 4 1 1 1 1 1 2 3 2 5 1 4 1 4 17 "male"
"298" 3 3 4 4 5 3 3 5 1 1 1 1 1 1 4 5 1 3 5 2 1 1 1 5 4 4 1 5 2 5 5 5 17 "male"
"299" 2 2 1 3 1 5 2 4 2 1 3 1 3 1 2 1 4 5 5 5 5 2 4 2 1 4 5 4 5 5 4 1 15 "female"
"300" 5 2 5 1 1 2 2 3 1 1 3 5 3 2 5 3 2 2 4 2 5 1 4 5 2 3 4 2 2 3 2 5 18 "female"
"301" 5 3 4 1 2 3 1 1 2 2 5 4 4 2 3 1 1 5 3 1 2 5 2 1 1 2 1 4 2 4 2 1 18 "female"
"302" 3 3 2 1 1 5 5 1 1 1 1 1 3 1 1 4 3 1 3 5 3 4 5 5 3 4 5 5 1 5 5 2 16 "male"
"303" 2 3 2 4 3 3 3 4 2 3 2 4 3 1 1 1 3 1 2 4 2 1 5 3 1 2 3 2 3 5 4 5 20 "female"
"304" 2 3 1 1 1 3 3 3 5 3 5 2 4 2 2 1 3 1 5 5 2 1 3 4 5 2 3 3 3 4 1 5 29 "female"
"305" 1 1 4 1 1 4 2 5 1 1 1 2 3 1 1 1 1 1 4 1 3 1 5 2 4 5 4 1 1 4 1 1 24 "female"
"306" 3 3 1 3 1 4 1 5 1 2 4 4 5 1 3 3 3 1 4 1 1 1 5 2 3 3 3 2 2 4 3 4 18 "female"
"307" 5 5 2 1 1 5 4 1 1 1 3 4 1 1 1 4 3 1 3 1 1 1 5 3 1 2 3 2 1 5 3 5 17 "male"
"308" 2 2 1 2 2 5 5 4 1 1 1 2 4 1 1 2 1 1 3 1 1 1 3 5 1 3 2 4 1 4 5 1 18 "male"
"309" 3 2 1 3 3 4 4 1 4 4 4 4 2 3 1 1 2 1 5 5 5 1 1 5 5 1 4 4 5 5 4 4 16 "male"
"310" 2 2 1 2 2 5 5 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 4 3 1 1 1 5 1 5 3 3 20 "male"
"311" 3 3 2 5 4 5 3 2 5 5 4 4 5 5 2 2 2 3 5 3 4 1 5 5 4 4 5 3 3 5 4 5 16 "female"
"312" 1 1 1 1 5 5 3 1 5 5 1 2 3 5 1 3 1 1 5 1 1 1 5 1 3 1 1 2 1 5 5 2 19 "male"
"313" 4 4 4 2 2 2 2 4 2 2 5 4 5 2 4 3 4 2 2 2 4 3 1 3 2 2 4 2 5 5 3 3 18 "female"
"314" 3 4 4 4 4 4 3 4 5 2 5 3 4 3 3 3 4 5 5 3 5 4 1 4 3 4 5 4 5 5 1 4 20 "female"
"315" 5 2 4 5 5 5 4 4 2 2 2 4 4 2 2 3 1 1 3 1 1 1 5 3 1 3 1 5 2 4 2 3 18 "male"
"316" 1 3 1 3 2 3 3 2 4 3 1 1 3 3 2 4 2 1 3 1 3 1 5 5 2 1 3 2 3 3 3 5 21 "male"
"317" 5 2 2 2 2 4 4 1 1 2 2 4 3 1 1 1 1 2 4 2 2 1 3 4 2 3 2 2 2 4 1 5 19 "male"
"318" 5 2 2 1 1 3 1 1 2 1 5 1 5 2 2 3 3 1 3 1 1 1 1 5 1 3 5 2 3 5 1 5 20 "female"
"319" 4 5 1 1 2 4 5 3 2 2 4 1 5 3 1 4 5 5 5 4 5 4 3 5 2 1 3 3 5 5 3 5 19 "female"
"320" 5 4 1 1 1 3 2 1 1 1 5 4 5 2 1 3 1 2 2 2 5 2 1 4 1 2 1 4 5 5 5 3 19 "female"
"321" 3 3 2 2 1 4 4 5 1 1 1 4 3 1 1 2 2 1 2 1 1 1 5 5 1 3 4 3 2 4 4 1 20 "male"
"322" 5 1 2 1 1 4 5 2 1 1 3 3 4 1 2 5 1 3 4 2 1 1 5 5 1 1 2 4 3 5 5 3 20 "male"
"323" 4 3 4 4 3 5 4 3 4 2 3 3 2 3 3 5 2 1 5 1 2 1 3 5 3 3 3 3 2 3 5 5 17 "male"
"324" 4 4 2 2 1 5 2 2 5 4 5 4 5 5 1 2 2 1 5 4 2 1 3 3 3 1 5 3 3 5 3 5 19 "female"
"325" 2 5 1 5 3 3 3 3 5 5 5 2 3 5 2 2 3 5 5 5 5 3 2 5 3 1 3 3 3 5 2 3 19 "female"
"326" 3 3 3 1 3 5 5 5 1 1 1 2 4 1 1 4 2 3 5 1 1 1 1 1 1 1 3 5 1 2 2 1 20 "male"
"327" 2 2 1 1 2 2 1 1 5 5 2 2 3 5 1 2 1 1 4 3 1 1 5 4 1 3 5 4 3 5 5 5 21 "female"
"328" 2 1 1 3 2 5 2 1 5 5 4 2 3 3 1 3 1 1 3 1 1 1 5 5 2 2 3 2 4 3 1 1 20 "female"
"329" 3 5 4 5 4 5 4 5 5 5 5 4 5 5 3 4 5 4 4 2 4 3 5 3 2 1 2 3 4 5 5 4 17 "female"
"330" 4 4 1 5 1 4 1 1 1 1 2 2 3 1 1 1 4 1 5 5 2 1 5 2 2 1 3 1 4 5 5 5 20 "female"
"331" 3 5 4 3 3 5 5 4 3 2 2 3 3 2 4 3 3 4 4 5 5 1 3 5 1 2 3 5 4 4 3 3 25 "male"
"332" 3 4 1 2 1 4 3 2 5 5 2 2 4 4 1 2 1 2 3 4 5 1 3 3 1 4 5 3 2 5 5 4 20 "female"
"333" 5 5 3 2 1 4 2 2 1 1 5 2 4 1 3 2 4 1 1 2 1 1 4 1 1 1 4 3 5 5 2 5 21 "female"
"334" 1 2 2 5 2 5 5 2 1 1 1 4 3 1 1 2 2 1 2 1 2 1 1 4 1 1 2 5 3 5 3 1 22 "male"
"335" 2 5 1 5 1 5 1 1 4 3 5 2 5 3 2 1 4 3 3 1 1 1 4 1 1 1 5 2 4 5 1 1 19 "female"
"336" 3 1 1 3 4 5 5 1 1 1 4 3 4 3 3 4 3 1 5 3 3 1 5 3 1 3 2 5 4 5 5 1 25 "male"
"337" 2 4 3 3 4 4 3 4 3 3 3 3 4 4 1 2 2 3 2 2 3 5 5 3 1 1 4 4 2 4 4 2 19 "female"
"338" 2 4 3 2 2 5 3 3 5 3 4 4 5 5 4 3 3 3 3 3 2 1 4 3 1 5 5 3 3 5 4 5 25 "female"
"339" 3 5 3 4 2 3 4 5 3 1 3 2 5 3 2 2 3 5 4 3 5 5 2 4 3 1 4 3 3 3 3 5 25 "female"
"340" 2 5 1 2 1 5 1 2 4 3 3 4 5 3 1 2 5 1 4 2 4 4 5 5 3 2 5 2 2 4 2 3 21 "female"
"341" 5 3 4 3 2 4 3 5 3 4 4 3 5 3 3 4 2 4 4 2 2 2 3 3 1 2 3 3 3 5 1 2 20 "male"
"342" 4 2 1 4 1 2 1 2 2 1 4 2 3 1 1 1 4 3 5 3 1 1 3 4 1 2 4 1 4 5 2 2 24 "female"
"343" 3 3 2 3 1 3 2 2 2 1 1 2 2 3 2 3 2 2 3 3 1 1 2 1 2 3 4 2 4 5 3 1 30 "female"
"344" 5 2 3 1 1 4 4 1 1 1 1 5 2 1 1 3 1 1 3 1 1 1 1 5 2 1 2 3 1 3 3 3 21 "male"
"345" 1 4 2 4 2 5 5 1 4 1 1 2 2 4 2 4 2 2 3 1 4 2 5 3 1 5 3 3 4 5 1 3 27 "male"
"346" 4 1 1 4 3 5 5 3 2 1 3 3 5 1 1 5 1 1 4 1 1 1 4 5 1 1 3 5 1 5 3 1 21 "male"
"347" 2 3 1 4 3 2 3 1 1 2 2 1 4 1 1 2 3 1 3 1 5 1 2 1 1 2 2 3 4 5 3 1 16 "female"
"348" 5 5 3 4 4 3 4 2 4 2 5 3 4 2 3 1 5 5 5 3 5 2 4 2 3 2 3 4 5 5 2 5 22 "female"
"349" 5 2 3 5 5 5 4 2 5 5 5 5 3 4 2 1 4 2 3 1 1 1 1 1 1 1 2 5 2 4 1 1 19 "male"
"350" 2 4 2 1 1 4 2 1 1 1 4 1 3 2 1 1 1 1 3 1 1 1 2 1 1 1 2 2 5 5 1 1 20 "female"
"351" 2 4 1 2 2 3 4 1 1 1 3 1 3 2 1 3 2 1 3 1 1 2 2 3 2 2 1 1 3 4 5 4 23 "male"
"352" 2 2 1 2 2 4 2 1 5 1 1 4 5 2 1 1 4 5 5 1 5 1 5 3 2 1 3 3 3 5 5 5 20 "female"
"353" 5 4 5 2 3 4 2 4 3 2 4 5 5 2 4 2 3 5 5 2 2 3 1 3 2 2 4 2 3 5 1 3 20 "female"
"354" 1 1 1 1 1 5 5 1 2 1 5 5 5 1 1 4 1 5 5 3 5 1 5 1 1 1 2 1 3 4 1 1 21 "female"
"355" 4 4 4 2 2 4 3 4 3 2 4 3 5 3 4 2 5 3 4 4 1 3 1 3 1 3 4 3 5 5 4 5 19 "female"
"356" 3 3 2 1 1 2 2 1 1 1 3 2 4 2 1 1 3 5 5 3 5 1 3 1 1 1 3 4 5 5 1 1 21 "female"
"357" 1 2 1 3 3 5 3 3 1 1 3 5 3 2 1 3 5 2 5 5 2 2 1 5 1 5 5 3 1 5 4 3 16 "female"
"358" 3 1 1 4 4 5 5 3 1 1 1 1 1 1 1 5 1 1 2 1 5 1 5 5 1 1 5 5 1 5 5 5 20 "male"
"359" 5 4 5 1 1 4 2 4 2 1 3 3 5 2 5 5 2 3 4 4 5 1 1 5 1 2 5 2 4 5 1 3 18 "female"
"360" 4 4 3 1 1 3 1 1 1 1 5 2 3 1 2 1 1 3 5 1 1 1 1 2 1 1 5 1 3 4 1 5 21 "female"
"361" 4 2 2 3 2 3 2 2 2 2 2 4 2 2 2 4 2 3 4 1 1 1 5 4 1 3 2 4 2 5 5 4 21 "male"
"362" 4 5 3 3 1 5 4 4 2 1 5 4 5 1 1 1 3 3 2 1 1 5 1 1 1 1 4 5 4 5 1 3 18 "male"
"363" 1 5 1 1 1 5 1 2 5 5 5 1 5 5 3 1 1 1 3 3 1 1 5 1 1 5 5 1 4 5 5 1 19 "female"
"364" 2 2 1 5 2 4 2 5 3 3 4 3 2 1 2 2 3 3 4 4 4 2 5 2 2 2 3 2 2 5 3 3 20 "female"
"365" 4 4 4 5 3 5 5 2 3 1 2 2 2 3 2 2 4 4 4 1 1 1 3 4 1 1 1 4 3 5 4 5 18 "male"
"366" 1 2 2 1 2 3 1 4 2 1 5 2 5 1 2 1 2 3 3 1 1 1 1 3 3 3 5 3 5 3 2 5 18 "female"
"367" 3 5 2 1 2 3 2 2 4 3 3 1 2 5 4 1 3 5 2 4 2 2 3 1 1 1 1 5 4 4 1 2 23 "female"
"368" 5 3 5 1 1 5 3 1 1 1 5 5 3 2 4 1 3 3 3 1 1 1 3 1 1 2 3 2 4 5 3 2 20 "female"
"369" 5 3 3 4 4 5 5 4 4 2 5 5 3 3 3 2 5 2 4 5 1 5 5 2 3 4 4 4 5 5 2 5 18 "female"
